player,player_id,headshot_url
Blaze Alexander,677942,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/677942/headshot/67/current"
CJ Alexander,680769,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/680769/headshot/67/current"
Jason Alexander,669920,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/669920/headshot/67/current"
Scott Alexander,518397,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/518397/headshot/67/current"
Tyler Alexander,641302,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/641302/headshot/67/current"
Jorge Alfaro,595751,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/595751/headshot/67/current"
Kolby Allard,663465,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/663465/headshot/67/current"
Greg Allen,656185,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/656185/headshot/67/current"
Logan Allen,671106,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/671106/headshot/67/current"
Nick Allen,669397,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/669397/headshot/67/current"
Pete Alonso,624413,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/624413/headshot/67/current"
Dan Altavilla,656186,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/656186/headshot/67/current"
Jose Altuve,514888,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/514888/headshot/67/current"
Elvis Alvarado,665660,"https://img.mlbstatic.com/mlb-photos/image/upload/w_213,d_people:generic:headshot:silo:current.png/v1/people/665660/headshot/67/current"
